"Código provincia";"Código Municipio";"NOMBRE";"Población total";"Varones ";"Mujeres"
"12";"1264";"Vall d'Uixó (la)";28.823;14.306;14.517
"12";"1233";"Vallat";46;22;24
"12";"1270";"Vallibona";102;61;41
"12";"1286";"Vilafamés";1.427;766;661
"12";"1325";"Vilanova d'Alcolea";632;320;312
"12";"1346";"Vilar de Canes";188;93;95
"12";"1299";"Villafranca del Cid";2.680;1.290;1.390
"12";"1303";"Villahermosa del Río";456;254;202
"12";"1310";"Villamalur";149;84;65
"12";"1331";"Villanueva de Viver";88;46;42
"12";"1359";"Villarreal/Vila-real";40.124;19.959;20.165
"12";"1362";"Villavieja";3.401;1.686;1.715
"12";"1378";"Villores";66;33;33
"12";"1384";"Vinaròs";21.592;10.513;11.079
"12";"1397";"Vistabella del Maestrazgo";473;233;240
"12";"1401";"Viver";1.237;636;601
"12";"1418";"Zorita del Maestrazgo";135;68;67
"12";"1423";"Zucaina";218;123;95
"13";"0013";"Abenójar";1.810;904;906
"13";"0028";"Agudo";2.132;1.078;1.054
"13";"0034";"Alamillo";685;346;339
"13";"0049";"Albaladejo";1.697;864;833
"13";"0052";"Alcázar de San Juan";26.022;12.681;13.341
"13";"0065";"Alcoba";770;405;365
"13";"0071";"Alcolea de Calatrava";1.644;820;824
"13";"0087";"Alcubillas";722;344;378
"13";"0090";"Aldea del Rey";2.222;1.091;1.131
"13";"0104";"Alhambra";1.298;660;638
"13";"0111";"Almadén";7.410;3.549;3.861
"13";"0126";"Almadenejos";606;324;282
"13";"0132";"Almagro";8.278;3.996;4.282
"13";"0147";"Almedina";749;378;371
"13";"0150";"Almodóvar del Campo";7.599;3.748;3.851
"13";"0163";"Almuradiel";1.030;473;557
"13";"0179";"Anchuras";451;249;202
"13";"0185";"Arenas de San Juan";1.065;531;534
"13";"0198";"Argamasilla de Alba";6.667;3.293;3.374
"13";"0202";"Argamasilla de Calatrava";5.536;2.806;2.730
"13";"0219";"Arroba de los Montes";649;333;316
"13";"0224";"Ballesteros de Calatrava";572;272;300
"13";"0230";"Bolaños de Calatrava";10.618;5.302;5.316
"13";"0245";"Brazatortas";1.241;622;619
"13";"0258";"Cabezarados";393;206;187
"13";"0261";"Cabezarrubias del Puerto";671;345;326
"13";"0277";"Calzada de Calatrava";4.852;2.385;2.467
"13";"0283";"Campo de Criptana";13.829;6.791;7.038
"13";"0296";"Cañada de Calatrava";89;49;40
"13";"0300";"Caracuel de Calatrava";174;96;78
"13";"0317";"Carrión de Calatrava";2.627;1.297;1.330
"13";"0322";"Carrizosa";1.729;866;863
"13";"0338";"Castellar de Santiago";2.244;1.088;1.156
"13";"0381";"Chillón";2.389;1.155;1.234
"13";"0343";"Ciudad Real";61.138;28.872;32.266
"13";"0356";"Corral de Calatrava";1.331;674;657
"13";"0369";"Cortijos (Los)";1.094;535;559
"13";"0375";"Cózar";1.348;653;695
"13";"0394";"Daimiel";17.045;8.379;8.666
"13";"0408";"Fernancaballero";1.044;498;546
"13";"0415";"Fontanarejo";380;200;180
"13";"0420";"Fuencaliente";1.308;688;620
"13";"0436";"Fuenllana";331;152;179
"13";"0441";"Fuente el Fresno";3.444;1.698;1.746
"13";"0454";"Granátula de Calatrava";1.003;479;524
"13";"0467";"Guadalmez";1.070;550;520
"13";"0473";"Herencia";7.041;3.520;3.521
"13";"0489";"Hinojosas de Calatrava";787;382;405
"13";"0492";"Horcajo de los Montes";1.113;561;552
"13";"0505";"Labores (Las)";699;347;352
"13";"0512";"Luciana";448;229;219
"13";"0527";"Malagón";8.059;3.969;4.090
"13";"0533";"Manzanares";18.222;8.917;9.305
"13";"0548";"Membrilla";6.600;3.294;3.306
"13";"0551";"Mestanza";968;467;501
"13";"0564";"Miguelturra";9.252;4.632;4.620
"13";"0570";"Montiel";1.721;865;856
"13";"0586";"Moral de Calatrava";5.202;2.543;2.659
"13";"0599";"Navalpino";326;160;166
"13";"0603";"Navas de Estena";433;235;198
"13";"0610";"Pedro Muñoz";7.213;3.590;3.623
"13";"0625";"Picón";636;333;303
"13";"0631";"Piedrabuena";5.036;2.567;2.469
"13";"0646";"Poblete";784;395;389
"13";"0659";"Porzuna";3.984;2.019;1.965
"13";"0662";"Pozuelo de Calatrava";2.532;1.248;1.284
"13";"0678";"Pozuelos de Calatrava (Los)";589;293;296
"13";"0684";"Puebla de Don Rodrigo";1.331;702;629
"13";"0697";"Puebla del Príncipe";1.094;552;542
"13";"0701";"Puerto Lápice";1.049;522;527
"13";"0718";"Puertollano";50.778;24.708;26.070
"13";"0723";"Retuerta del Bullaque";1.049;543;506
"13";"9014";"Robledo (El)";1.131;596;535
"13";"9029";"Ruidera";610;321;289
"13";"0739";"Saceruela";765;410;355
"13";"0744";"San Carlos del Valle";1.251;626;625
"13";"0757";"San Lorenzo de Calatrava";310;161;149
"13";"0760";"Santa Cruz de los Cáñamos";677;342;335
"13";"0776";"Santa Cruz de Mudela";4.843;2.367;2.476
"13";"0782";"Socuéllamos";11.189;5.486;5.703
"13";"0795";"Solana (La)";14.960;7.491;7.469
"13";"0809";"Solana del Pino";554;280;274
"13";"0816";"Terrinches";972;472;500
"13";"0821";"Tomelloso";29.255;14.349;14.906
"13";"0837";"Torralba de Calatrava";2.914;1.447;1.467
"13";"0842";"Torre de Juan Abad";1.468;719;749
"13";"0855";"Torrenueva";3.252;1.650;1.602
"13";"0868";"Valdemanco del Esteras";337;165;172
"13";"0874";"Valdepeñas";26.331;12.662;13.669
"13";"0880";"Valenzuela de Calatrava";819;400;419
"13";"0893";"Villahermosa";2.719;1.296;1.423
"13";"0907";"Villamanrique";1.695;832;863
"13";"0914";"Villamayor de Calatrava";656;329;327
"13";"0929";"Villanueva de la Fuente";2.748;1.353;1.395
"13";"0935";"Villanueva de los Infantes";5.801;2.781;3.020
"13";"0940";"Villanueva de San Carlos";498;245;253
"13";"0953";"Villar del Pozo";102;56;46
"13";"0966";"Villarrubia de los Ojos";9.608;4.786;4.822
"13";"0972";"Villarta de San Juan";2.957;1.495;1.462
"13";"0988";"Viso del Marqués";3.100;1.537;1.563
"14";"0018";"Adamuz";4.440;2.257;2.183
"14";"0023";"Aguilar de la Frontera";13.397;6.631;6.766
"14";"0039";"Alcaracejos";1.474;737;737
"14";"0044";"Almedinilla";2.554;1.269;1.285
"14";"0057";"Almodóvar del Río";7.155;3.540;3.615
"14";"0060";"Añora";1.628;802;826
"14";"0076";"Baena";20.057;9.912;10.145
"14";"0082";"Belalcázar";3.879;1.870;2.009
"14";"0095";"Belmez";4.057;1.936;2.121
"14";"0109";"Benamejí";4.735;2.378;2.357
"14";"0116";"Blázquez (Los)";712;361;351
"14";"0121";"Bujalance";8.204;4.023;4.181
"14";"0137";"Cabra";20.819;10.130;10.689
"14";"0142";"Cañete de las Torres";3.424;1.695;1.729
"14";"0155";"Carcabuey";2.887;1.443;1.444
"14";"0168";"Cardeña";1.966;997;969
"14";"0174";"Carlota (La)";10.295;5.161;5.134
"14";"0180";"Carpio (El)";4.394;2.146;2.248
"14";"0193";"Castro del Río";8.015;3.902;4.113
"14";"0207";"Conquista";512;261;251
"14";"0214";"Córdoba";309.961;149.284;160.677
"14";"0229";"Doña Mencía";5.047;2.518;2.529
"14";"0235";"Dos Torres";2.515;1.236;1.279
"14";"0240";"Encinas Reales";2.341;1.146;1.195
"14";"0253";"Espejo";4.023;1.993;2.030
"14";"0266";"Espiel";2.451;1.217;1.234
"14";"0272";"Fernán-Núñez";9.494;4.742;4.752
"14";"0312";"Fuente-Tójar";844;389;455
"14";"0288";"Fuente la Lancha";430;214;216
"14";"0291";"Fuente Obejuna";6.107;3.120;2.987
"14";"0305";"Fuente Palmera";9.695;4.886;4.809
"14";"0327";"Granjuela (La)";512;267;245
"14";"0333";"Guadalcázar";1.167;593;574
"14";"0348";"Guijo (El)";413;212;201
"14";"0351";"Hinojosa del Duque";7.995;3.868;4.127
"14";"0364";"Hornachuelos";5.056;2.540;2.516
"14";"0370";"Iznájar";5.200;2.621;2.579
"14";"0386";"Lucena";35.564;17.677;17.887
"14";"0399";"Luque";3.397;1.695;1.702
"14";"0403";"Montalbán de Córdoba";4.563;2.285;2.278
"14";"0410";"Montemayor";3.809;1.916;1.893
"14";"0425";"Montilla";22.792;11.213;11.579
"14";"0431";"Montoro";9.489;4.648;4.841
"14";"0446";"Monturque";1.935;970;965
"14";"0459";"Moriles";3.796;1.891;1.905
"14";"0462";"Nueva Carteya";5.659;2.844;2.815
"14";"0478";"Obejo";1.493;754;739
"14";"0484";"Palenciana";1.560;778;782
"14";"0497";"Palma del Río";18.948;9.468;9.480
"14";"0500";"Pedro Abad";2.919;1.458;1.461
"14";"0517";"Pedroche";1.848;920;928
"14";"0522";"Peñarroya-Pueblonuevo";13.606;6.498;7.108
"14";"0538";"Posadas";7.164;3.574;3.590
"14";"0543";"Pozoblanco";16.223;7.786;8.437
"14";"0556";"Priego de Córdoba";22.196;10.858;11.338
"14";"0569";"Puente Genil";27.918;13.661;14.257
"14";"0575";"Rambla (La)";7.229;3.612;3.617
"14";"0581";"Rute";10.083;4.983;5.100
"14";"0594";"San Sebastián de los Ballesteros";834;429;405
"14";"0615";"Santa Eufemia";1.185;603;582
"14";"0608";"Santaella";5.869;2.954;2.915
"14";"0620";"Torrecampo";1.417;698;719
"14";"0636";"Valenzuela";1.486;714;772
"14";"0641";"Valsequillo";474;230;244
"14";"0654";"Victoria (La)";1.767;869;898
"14";"0667";"Villa del Río";7.149;3.642;3.507
"14";"0673";"Villafranca de Córdoba";3.748;1.928;1.820
"14";"0689";"Villaharta";614;309;305
"14";"0692";"Villanueva de Córdoba";10.069;4.913;5.156
"14";"0706";"Villanueva del Duque";1.833;854;979
"14";"0713";"Villanueva del Rey";1.241;642;599
"14";"0728";"Villaralto";1.559;750;809
"14";"0734";"Villaviciosa de Córdoba";3.832;1.961;1.871
"14";"0749";"Viso (El)";3.153;1.516;1.637
"14";"0752";"Zuheros";899;446;453
"15";"0011";"Abegondo";5.451;2.724;2.727
"15";"0026";"Ames";14.189;6.868;7.321
"15";"0032";"Aranga";2.448;1.219;1.229
"15";"0047";"Ares";4.662;2.307;2.355
"15";"0050";"Arteixo";21.290;10.677;10.613
"15";"0063";"Arzúa";6.947;3.409;3.538
"15";"0079";"Baña (A)";5.578;2.681;2.897
"15";"0085";"Bergondo";5.817;2.830;2.987
"15";"0098";"Betanzos";12.296;5.801;6.495
"15";"0102";"Boimorto";2.691;1.355;1.336
"15";"0119";"Boiro";17.845;8.671;9.174
"15";"0124";"Boqueixón";4.275;2.108;2.167
"15";"0130";"Brión";6.275;3.014;3.261
"15";"0145";"Cabana de Bergantiños";5.804;2.888;2.916
"15";"0158";"Cabanas";3.249;1.582;1.667
"15";"0161";"Camariñas";7.105;3.517;3.588
"15";"0177";"Cambre";16.401;8.062;8.339
"15";"0183";"Capela (A)";1.619;794;825
"15";"0196";"Carballo";27.497;13.352;14.145
"15";"9012";"Cariño";5.199;2.539;2.660
"15";"0200";"Carnota";5.930;2.859;3.071
"15";"0217";"Carral";5.212;2.537;2.675
"15";"0222";"Cedeira";7.699;3.791;3.908
"15";"0238";"Cee";7.326;3.537;3.789
"15";"0243";"Cerceda";5.658;2.763;2.895
"15";"0256";"Cerdido";1.707;819;888
"15";"0269";"Cesuras";2.733;1.362;1.371
"15";"0275";"Coirós";1.553;764;789
"15";"0281";"Corcubión";1.949;943;1.006
"15";"0294";"Coristanco";8.240;4.088;4.152
"15";"0308";"Coruña (A)";243.134;113.548;129.586
"15";"0315";"Culleredo";18.743;9.220;9.523
"15";"0320";"Curtis";4.523;2.208;2.315
"15";"0336";"Dodro";3.313;1.606;1.707
"15";"0341";"Dumbría";4.755;2.306;2.449
"15";"0354";"Fene";14.912;7.355;7.557
"15";"0367";"Ferrol";82.548;38.561;43.987
"15";"0373";"Fisterra";5.295;2.659;2.636
"15";"0389";"Frades";3.150;1.583;1.567
"15";"0392";"Irixoa";1.768;871;897
"15";"0413";"Laracha";10.706;5.246;5.460
"15";"0406";"Laxe";3.541;1.743;1.798
"15";"0428";"Lousame";4.329;2.091;2.238
"15";"0434";"Malpica de Bergantiños";7.377;3.619;3.758
"15";"0449";"Mañón";2.034;1.000;1.034
"15";"0452";"Mazaricos";6.648;3.226;3.422
"15";"0465";"Melide";8.439;4.167;4.272
"15";"0471";"Mesía";3.489;1.739;1.750
"15";"0487";"Miño";4.870;2.289;2.581
"15";"0490";"Moeche";1.583;759;824
"15";"0503";"Monfero";2.758;1.413;1.345
"15";"0510";"Mugardos";6.110;2.953;3.157
"15";"0531";"Muros";10.855;5.194;5.661
"15";"0525";"Muxía";6.422;3.126;3.296
"15";"0546";"Narón";31.086;15.040;16.046
"15";"0559";"Neda";6.214;3.006;3.208
"15";"0562";"Negreira";6.595;3.153;3.442
"15";"0578";"Noia";14.473;6.933;7.540
"15";"0584";"Oleiros";24.102;11.673;12.429
"15";"0597";"Ordes";11.861;5.782;6.079
"15";"0601";"Oroso";4.732;2.333;2.399
"15";"0618";"Ortigueira";8.748;4.201;4.547
"15";"0623";"Outes";8.948;4.281;4.667
"15";"0639";"Oza dos Ríos";3.240;1.572;1.668
"15";"0644";"Paderne";2.758;1.311;1.447
"15";"0657";"Padrón";9.548;4.592;4.956
"15";"0660";"Pino (O)";5.004;2.495;2.509
"15";"0676";"Pobra do Caramiñal (A)";10.082;4.822;5.260
"15";"0682";"Ponteceso";7.423;3.716;3.707
"15";"0695";"Pontedeume";8.893;4.281;4.612
"15";"0709";"Pontes de García Rodríguez (As)";12.473;6.299;6.174
"15";"0716";"Porto do Son";10.416;5.103;5.313
"15";"0721";"Rianxo";12.147;5.949;6.198
"15";"0737";"Ribeira";26.413;13.017;13.396
"15";"0742";"Rois";5.295;2.541;2.754
"15";"0755";"Sada";10.296;5.072;5.224
"15";"0768";"San Sadurniño";3.503;1.713;1.790
"15";"0774";"Santa Comba";10.960;5.400;5.560
"15";"0780";"Santiago de Compostela";93.584;43.972;49.612
"15";"0793";"Santiso";2.319;1.192;1.127
"15";"0807";"Sobrado";2.609;1.344;1.265
"15";"0814";"Somozas (As)";1.506;747;759
"15";"0829";"Teo";13.960;6.827;7.133
"15";"0835";"Toques";1.668;866;802
"15";"0840";"Tordoia";5.205;2.495;2.710
"15";"0853";"Touro";5.077;2.493;2.584
"15";"0866";"Trazo";3.912;1.933;1.979
"15";"0888";"Val do Dubra";5.091;2.494;2.597
"15";"0872";"Valdoviño";6.769;3.329;3.440
"15";"0891";"Vedra";5.101;2.446;2.655
"15";"0912";"Vilarmaior";1.412;714;698
"15";"0905";"Vilasantar";1.707;873;834
"15";"0927";"Vimianzo";8.937;4.370;4.567
"15";"0933";"Zas";6.311;3.046;3.265
"16";"0014";"Abia de la Obispalía";88;48;40
"16";"0029";"Acebrón (El)";279;142;137
"16";"0035";"Alarcón";204;101;103
"16";"0040";"Albaladejo del Cuende";413;216;197
"16";"0053";"Albalate de las Nogueras";383;211;172
"16";"0066";"Albendea";190;94;96
"16";"0072";"Alberca de Záncara (La)";1.728;855;873
"16";"0088";"Alcalá de la Vega";164;89;75
"16";"0091";"Alcantud";129;69;60
"16";"0105";"Alcázar del Rey";266;128;138
"16";"0112";"Alcohujate";53;30;23
"16";"0127";"Alconchel de la Estrella";223;114;109
"16";"0133";"Algarra";36;18;18
"16";"0148";"Aliaguilla";880;464;416
"16";"0151";"Almarcha (La)";631;318;313
"16";"0164";"Almendros";349;178;171
"16";"0170";"Almodóvar del Pinar";510;261;249
"16";"0186";"Almonacid del Marquesado";581;300;281
"16";"0199";"Altarejos";332;170;162
"16";"0203";"Arandilla del Arroyo";54;24;30
"16";"9054";"Arcas del Villar";595;296;299
"16";"0225";"Arcos de la Sierra";121;64;57
"16";"0246";"Arguisuelas";205;106;99
"16";"0259";"Arrancacepas";38;20;18
"16";"0262";"Atalaya del Cañavate";129;66;63
"16";"0278";"Barajas de Melo";703;345;358
"16";"0297";"Barchín del Hoyo";136;77;59
"16";"0301";"Bascuñana de San Pedro";41;22;19
"16";"0318";"Beamud";104;59;45
"16";"0323";"Belinchón";340;174;166
"16";"0339";"Belmonte";2.471;1.165;1.306
"16";"0344";"Belmontejo";276;136;140
"16";"0357";"Beteta";402;197;205
"16";"0360";"Boniches";227;118;109
"16";"0382";"Buciegas";85;43;42
"16";"0395";"Buenache de Alarcón";630;322;308
"16";"0409";"Buenache de la Sierra";104;65;39
"16";"0416";"Buendía";543;267;276
"16";"0421";"Campillo de Altobuey";1.672;826;846
"16";"0437";"Campillos-Paravientos";147;81;66
"16";"0442";"Campillos-Sierra";94;49;45
"16";"9015";"Campos del Paraíso";1.142;537;605
"16";"0455";"Canalejas del Arroyo";313;164;149
"16";"0468";"Cañada del Hoyo";369;193;176
"16";"0474";"Cañada Juncosa";353;185;168
"16";"0480";"Cañamares";582;304;278
"16";"0493";"Cañavate (El)";270;130;140
"16";"0506";"Cañaveras";407;202;205
"16";"0513";"Cañaveruelas";251;126;125
"16";"0528";"Cañete";816;401;415
"16";"0534";"Cañizares";614;320;294
"16";"0552";"Carboneras de Guadazaón";1.004;534;470
"16";"0565";"Cardenete";689;353;336
"16";"0571";"Carrascosa";116;70;46
"16";"0587";"Carrascosa de Haro";155;79;76
"16";"0604";"Casas de Benítez";1.096;524;572
"16";"0611";"Casas de Fernando Alonso";1.340;659;681
"16";"0626";"Casas de Garcimolina";34;16;18
"16";"0632";"Casas de Guijarro";154;77;77
"16";"0647";"Casas de Haro";890;447;443
"16";"0650";"Casas de los Pinos";510;244;266
"16";"0663";"Casasimarro";3.061;1.559;1.502
"16";"0679";"Castejón";241;119;122
"16";"0702";"Castillejo-Sierra";54;25;29
"16";"0685";"Castillejo de Iniesta";200;109;91
"16";"0719";"Castillo-Albaráñez";33;17;16
"16";"0724";"Castillo de Garcimuñoz";228;116;112
"16";"0730";"Cervera del Llano";314;153;161
"16";"0231";"Chillarón de Cuenca";343;179;164
"16";"0817";"Chumillas";46;29;17
"16";"0745";"Cierva (La)";57;30;27
"16";"0783";"Cuenca";44.558;21.401;23.157
"16";"0796";"Cueva del Hierro";44;25;19
"16";"0822";"Enguídanos";529;272;257
"16";"0838";"Fresneda de Altarejos";92;51;41
"16";"0843";"Fresneda de la Sierra";76;38;38
"16";"0856";"Frontera (La)";213;108;105
"16";"0869";"Fuente de Pedro Naharro";1.205;600;605
"16";"0875";"Fuentelespino de Haro";326;178;148
"16";"0881";"Fuentelespino de Moya";143;74;69
"16";"9041";"Fuentenava de Jábaga";277;146;131
"16";"0894";"Fuentes";504;264;240
"16";"0915";"Fuertescusa";118;61;57
"16";"0920";"Gabaldón";178;101;77
"16";"0936";"Garaballa";144;79;65
"16";"0941";"Gascueña";155;73;82
"16";"0954";"Graja de Campalbo";145;79;66
"16";"0967";"Graja de Iniesta";351;190;161
"16";"0973";"Henarejos";281;132;149
"16";"0989";"Herrumblar (El)";773;399;374
"16";"0992";"Hinojosa (La)";352;169;183
"16";"1006";"Hinojosos (Los)";1.108;548;560
"16";"1013";"Hito (El)";237;120;117
"16";"1028";"Honrubia";1.611;790;821
"16";"1034";"Hontanaya";472;234;238
"16";"1049";"Hontecillas";94;46;48
"16";"1065";"Horcajo de Santiago";3.553;1.763;1.790
"16";"1071";"Huélamo";157;80;77
"16";"1087";"Huelves";71;29;42
"16";"1090";"Huérguina";89;45;44
"16";"1104";"Huerta de la Obispalía";153;84;69
"16";"1111";"Huerta del Marquesado";216;121;95
"16";"1126";"Huete";2.278;1.160;1.118
"16";"1132";"Iniesta";3.786;1.847;1.939
"16";"1150";"Laguna del Marquesado";78;42;36
"16";"1163";"Lagunaseca";113;53;60
"16";"1179";"Landete";1.589;789;800
"16";"1185";"Ledaña";1.968;969;999
"16";"1198";"Leganiel";234;119;115
"16";"1219";"Majadas (Las)";374;182;192
"16";"1224";"Mariana";318;156;162
"16";"1230";"Masegosa";128;69;59
"16";"1245";"Mesas (Las)";2.503;1.280;1.223
"16";"1258";"Minglanilla";2.304;1.172;1.132
"16";"1261";"Mira";1.118;568;550
"16";"1283";"Monreal del Llano";85;43;42
"16";"1296";"Montalbanejo";204;92;112
"16";"1300";"Montalbo";737;388;349
"16";"1317";"Monteagudo de las Salinas";118;68;50
"16";"1322";"Mota de Altarejos";58;36;22
"16";"1338";"Mota del Cuervo";5.411;2.669;2.742
"16";"1343";"Motilla del Palancar";4.946;2.469;2.477
"16";"1356";"Moya";278;151;127
"16";"1375";"Narboneta";113;55;58
"16";"1394";"Olivares de Júcar";567;292;275
"16";"1408";"Olmeda de la Cuesta";49;27;22
"16";"1415";"Olmeda del Rey";247;116;131
"16";"1420";"Olmedilla de Alarcón";183;93;90
"16";"1436";"Olmedilla de Eliz";34;18;16
"16";"1454";"Osa de la Vega";663;334;329
"16";"1467";"Pajarón";139;71;68
"16";"1473";"Pajaroncillo";97;48;49
"16";"1489";"Palomares del Campo";1.008;493;515
"16";"1492";"Palomera";153;71;82
"16";"1505";"Paracuellos";154;70;84
"16";"1512";"Paredes";82;43;39
"16";"1527";"Parra de las Vegas (La)";61;31;30
"16";"1533";"Pedernoso (El)";1.358;683;675
"16";"1548";"Pedroñeras (Las)";6.382;3.252;3.130
"16";"1551";"Peral (El)";722;368;354
"16";"1564";"Peraleja (La)";153;76;77
"16";"1570";"Pesquera (La)";270;141;129
"16";"1586";"Picazo (El)";722;356;366
"16";"1599";"Pinarejo";423;221;202
"16";"1603";"Pineda de Gigüela";159;86;73
"16";"1610";"Piqueras del Castillo";81;47;34
"16";"1625";"Portalrubio de Guadamejud";94;45;49
"16";"1631";"Portilla";93;48;45
"16";"1659";"Poyatos";116;66;50
"16";"1662";"Pozoamargo";319;150;169
"16";"9089";"Pozorrubielos de la Mancha";288;144;144
"16";"1678";"Pozorrubio";523;249;274
"16";"1697";"Pozuelo (El)";104;56;48
"16";"1701";"Priego";1.013;524;489
"16";"1718";"Provencio (El)";2.569;1.285;1.284
"16";"1723";"Puebla de Almenara";576;300;276
"16";"1739";"Puebla de Don Francisco";372;183;189
"16";"1744";"Puebla del Salvador";299;164;135
"16";"1757";"Quintanar del Rey";6.086;3.102;2.984
"16";"1760";"Rada de Haro";65;32;33
"16";"1776";"Reíllo";146;75;71
"16";"1816";"Rozalén del Monte";124;58;66
"16";"1855";"Saceda-Trasierra";99;58;41
"16";"1868";"Saelices";704;349;355
"16";"1874";"Salinas del Manzano";119;69;50
"16";"1880";"Salmeroncillos";182;92;90
"16";"1893";"Salvacañete";340;183;157
"16";"1907";"San Clemente";6.289;3.080;3.209
"16";"1914";"San Lorenzo de la Parrilla";1.492;757;735
"16";"1929";"San Martín de Boniches";109;55;54
"16";"1935";"San Pedro Palmiches";109;58;51
"16";"1940";"Santa Cruz de Moya";430;217;213
"16";"1966";"Santa María de los Llanos";865;441;424
"16";"1953";"Santa María del Campo Rus";795;404;391
"16";"1972";"Santa María del Val";118;62;56
"16";"1988";"Sisante";1.791;898;893
"16";"1991";"Solera de Gabaldón";42;23;19
"16";"9092";"Sotorribas";958;471;487
"16";"2027";"Talayuelas";1.124;580;544
"16";"2033";"Tarancón";11.189;5.494;5.695
"16";"2048";"Tébar";412;221;191
"16";"2051";"Tejadillos";178;92;86
"16";"2064";"Tinajas";372;203;169
"16";"2099";"Torralba";191;97;94
"16";"2110";"Torrejoncillo del Rey";737;349;388
"16";"2125";"Torrubia del Campo";366;170;196
"16";"2131";"Torrubia del Castillo";44;22;22
"16";"2159";"Tragacete";378;211;167
"16";"2162";"Tresjuncos";518;264;254
"16";"2178";"Tribaldos";134;62;72
"16";"2184";"Uclés";293;136;157
"16";"2197";"Uña";139;68;71
"16";"9067";"Valdecolmenas (Los)";127;68;59
"16";"2244";"Valdemeca";110;57;53
"16";"2257";"Valdemorillo de la Sierra";108;57;51
"16";"2276";"Valdemoro-Sierra";164;95;69
"16";"2282";"Valdeolivas";284;151;133
"16";"9020";"Valdetórtola";146;80;66
"16";"9036";"Valeras (Las)";1.418;702;716
"16";"2316";"Valhermoso de la Fuente";60;27;33
"16";"2342";"Valsalobre";56;29;27
"16";"2368";"Valverde de Júcar";1.383;694;689
"16";"2374";"Valverdejo";148;79;69
"16";"2380";"Vara de Rey";714;353;361
